miRNA1,miRNA2,hgnc_symbol_tf,hgnc_symbol_target,CommonSynergyModules,CancerTypes,Count
miR-130b-5p,miR-324-5p,FOXO1,NOS3,miR-130b-5p/miR-324-5p/FOXO1/NOS3,STAD - BLCA,2
miR-17-5p,miR-20a-5p,MEF2A,PICALM,miR-17-5p/miR-20a-5p/MEF2A/PICALM,STAD - BLCA,2
miR-17-5p,miR-20a-5p,STAT3,PTGS2,miR-17-5p/miR-20a-5p/STAT3/PTGS2,LIHC - STAD,2
miR-182-5p,miR-183-5p,FOXO1,TMEM47,miR-182-5p/miR-183-5p/FOXO1/TMEM47,HNSC - UCEC,2
miR-18a-5p,miR-20a-5p,STAT3,LBP,miR-18a-5p/miR-20a-5p/STAT3/LBP,HNSC - BLCA,2
miR-19a-3p,miR-19b-3p,IKZF1,GRAP2,miR-19a-3p/miR-19b-3p/IKZF1/GRAP2,HNSC - STAD,2
let-7a-2-3p,miR-139-5p,POU2F1,POU2AF1,let-7a-2-3p/miR-139-5p/POU2F1/POU2AF1,LIHC,1
let-7a-3p,miR-132-3p,MEF2A,LRCH1,let-7a-3p/miR-132-3p/MEF2A/LRCH1,SARC,1
let-7a-3p,miR-148a-3p,TEAD1,AHNAK,let-7a-3p/miR-148a-3p/TEAD1/AHNAK,SARC,1
let-7a-3p,miR-148a-3p,TEAD1,ANO6,let-7a-3p/miR-148a-3p/TEAD1/ANO6,SARC,1
let-7a-3p,miR-152-3p,TEAD1,PRICKLE2,let-7a-3p/miR-152-3p/TEAD1/PRICKLE2,SARC,1
let-7a-3p,miR-152-3p,TEAD1,WWTR1,let-7a-3p/miR-152-3p/TEAD1/WWTR1,SARC,1
let-7a-3p,miR-17-3p,MEF2A,ERC1,let-7a-3p/miR-17-3p/MEF2A/ERC1,SARC,1
let-7a-3p,miR-182-5p,MEF2A,SAMD4A,let-7a-3p/miR-182-5p/MEF2A/SAMD4A,SARC,1
let-7a-3p,miR-197-3p,HBP1,GABARAPL2,let-7a-3p/miR-197-3p/HBP1/GABARAPL2,SARC,1
let-7a-3p,miR-22-5p,CREB1,HMOX1,let-7a-3p/miR-22-5p/CREB1/HMOX1,UCEC,1
let-7a-3p,miR-299-5p,TEAD1,PRICKLE2,let-7a-3p/miR-299-5p/TEAD1/PRICKLE2,SARC,1
let-7a-3p,miR-339-3p,TEAD1,AHNAK,let-7a-3p/miR-339-3p/TEAD1/AHNAK,SARC,1
let-7a-3p,miR-34a-5p,TEAD1,EML1,let-7a-3p/miR-34a-5p/TEAD1/EML1,SARC,1
let-7a-3p,miR-362-3p,MEF2A,RIPOR2,let-7a-3p/miR-362-3p/MEF2A/RIPOR2,SARC,1
let-7a-3p,miR-362-5p,TEAD1,RERE,let-7a-3p/miR-362-5p/TEAD1/RERE,SARC,1
let-7a-3p,miR-532-3p,TEAD1,AHNAK,let-7a-3p/miR-532-3p/TEAD1/AHNAK,SARC,1
let-7a-3p,miR-532-3p,TEAD1,JCAD,let-7a-3p/miR-532-3p/TEAD1/JCAD,SARC,1
let-7b-5p,miR-125a-5p,TP53,MSH2,let-7b-5p/miR-125a-5p/TP53/MSH2,THYM,1
let-7b-5p,miR-125a-5p,TP53,RPS27L,let-7b-5p/miR-125a-5p/TP53/RPS27L,THYM,1
let-7b-5p,miR-125b-5p,TP53,BAX,let-7b-5p/miR-125b-5p/TP53/BAX,THYM,1
let-7b-5p,miR-125b-5p,TP53,FBLN2,let-7b-5p/miR-125b-5p/TP53/FBLN2,THYM,1
let-7b-5p,miR-125b-5p,TP53,MSH2,let-7b-5p/miR-125b-5p/TP53/MSH2,THYM,1
let-7b-5p,miR-125b-5p,TP53,P2RX6,let-7b-5p/miR-125b-5p/TP53/P2RX6,THYM,1
let-7b-5p,miR-125b-5p,TP53,PIDD1,let-7b-5p/miR-125b-5p/TP53/PIDD1,THYM,1
let-7b-5p,miR-125b-5p,TP53,RPS27L,let-7b-5p/miR-125b-5p/TP53/RPS27L,THYM,1
let-7b-5p,miR-125b-5p,TP53,SH2D1A,let-7b-5p/miR-125b-5p/TP53/SH2D1A,THYM,1
let-7b-5p,miR-125b-5p,TP53,SMPD3,let-7b-5p/miR-125b-5p/TP53/SMPD3,THYM,1
let-7b-5p,miR-195-3p,AR,CD4,let-7b-5p/miR-195-3p/AR/CD4,THYM,1
let-7b-5p,miR-195-3p,AR,HSD17B11,let-7b-5p/miR-195-3p/AR/HSD17B11,THYM,1
let-7b-5p,miR-195-3p,AR,PIN1,let-7b-5p/miR-195-3p/AR/PIN1,THYM,1
let-7b-5p,miR-195-3p,AR,SOX4,let-7b-5p/miR-195-3p/AR/SOX4,THYM,1
let-7b-5p,miR-299-5p,CREM,PTMA,let-7b-5p/miR-299-5p/CREM/PTMA,THYM,1
let-7b-5p,miR-30a-3p,IRF4,KBTBD8,let-7b-5p/miR-30a-3p/IRF4/KBTBD8,THYM,1
let-7b-5p,miR-30a-3p,IRF4,KLHL6,let-7b-5p/miR-30a-3p/IRF4/KLHL6,THYM,1
let-7b-5p,miR-30a-3p,IRF4,RAPGEF6,let-7b-5p/miR-30a-3p/IRF4/RAPGEF6,THYM,1
let-7b-5p,miR-30a-5p,AR,BANF1,let-7b-5p/miR-30a-5p/AR/BANF1,THYM,1
let-7b-5p,miR-30a-5p,AR,EIF3I,let-7b-5p/miR-30a-5p/AR/EIF3I,THYM,1
let-7b-5p,miR-30a-5p,AR,HSD17B11,let-7b-5p/miR-30a-5p/AR/HSD17B11,THYM,1
let-7b-5p,miR-30a-5p,AR,SLC25A11,let-7b-5p/miR-30a-5p/AR/SLC25A11,THYM,1
let-7b-5p,miR-30a-5p,IRF4,KLHL6,let-7b-5p/miR-30a-5p/IRF4/KLHL6,THYM,1
let-7b-5p,miR-30a-5p,TP53,ABCB1,let-7b-5p/miR-30a-5p/TP53/ABCB1,THYM,1
let-7b-5p,miR-30a-5p,TP53,BBC3,let-7b-5p/miR-30a-5p/TP53/BBC3,THYM,1
let-7b-5p,miR-30a-5p,TP53,FANCC,let-7b-5p/miR-30a-5p/TP53/FANCC,THYM,1
let-7b-5p,miR-30a-5p,TP53,MKI67,let-7b-5p/miR-30a-5p/TP53/MKI67,THYM,1
let-7b-5p,miR-30a-5p,TP53,MRPL27,let-7b-5p/miR-30a-5p/TP53/MRPL27,THYM,1
let-7b-5p,miR-30a-5p,TP53,RRM1,let-7b-5p/miR-30a-5p/TP53/RRM1,THYM,1
let-7b-5p,miR-30a-5p,TP53,UBE2L3,let-7b-5p/miR-30a-5p/TP53/UBE2L3,THYM,1
let-7b-5p,miR-30c-2-3p,AR,HSD17B11,let-7b-5p/miR-30c-2-3p/AR/HSD17B11,THYM,1
let-7b-5p,miR-30c-2-3p,AR,NLGN4X,let-7b-5p/miR-30c-2-3p/AR/NLGN4X,THYM,1
let-7b-5p,miR-31-5p,AR,CD4,let-7b-5p/miR-31-5p/AR/CD4,THYM,1
let-7b-5p,miR-31-5p,AR,HNRNPA1,let-7b-5p/miR-31-5p/AR/HNRNPA1,THYM,1
let-7b-5p,miR-31-5p,AR,HSD17B11,let-7b-5p/miR-31-5p/AR/HSD17B11,THYM,1
let-7b-5p,miR-31-5p,AR,SOX4,let-7b-5p/miR-31-5p/AR/SOX4,THYM,1
let-7b-5p,miR-497-3p,IRF4,KLHL6,let-7b-5p/miR-497-3p/IRF4/KLHL6,THYM,1
let-7b-5p,miR-519d-3p,E2F5,MCM3,let-7b-5p/miR-519d-3p/E2F5/MCM3,THYM,1
let-7b-5p,miR-522-3p,CREM,PTMA,let-7b-5p/miR-522-3p/CREM/PTMA,THYM,1
let-7c-5p,let-7e-5p,STAT3,KLF11,let-7c-5p/let-7e-5p/STAT3/KLF11,SARC,1
let-7c-5p,miR-125b-2-3p,YY1,HSF1,let-7c-5p/miR-125b-2-3p/YY1/HSF1,TGCT,1
let-7c-5p,miR-125b-2-3p,YY1,PPP2R1A,let-7c-5p/miR-125b-2-3p/YY1/PPP2R1A,SARC,1
let-7c-5p,miR-125b-5p,SP1,CYP3A7,let-7c-5p/miR-125b-5p/SP1/CYP3A7,BLCA,1
let-7c-5p,miR-125b-5p,SP1,REL,let-7c-5p/miR-125b-5p/SP1/REL,BLCA,1
let-7c-5p,miR-127-5p,SP1,CD9,let-7c-5p/miR-127-5p/SP1/CD9,BLCA,1
let-7c-5p,miR-130b-3p,STAT3,ROR1,let-7c-5p/miR-130b-3p/STAT3/ROR1,SARC,1
let-7c-5p,miR-145-5p,MYC,RPL27A,let-7c-5p/miR-145-5p/MYC/RPL27A,SARC,1
let-7c-5p,miR-148a-3p,YY1,RAB3GAP1,let-7c-5p/miR-148a-3p/YY1/RAB3GAP1,SARC,1
let-7c-5p,miR-17-3p,STAT3,BCL6,let-7c-5p/miR-17-3p/STAT3/BCL6,SARC,1
let-7c-5p,miR-17-5p,STAT3,BCL6,let-7c-5p/miR-17-5p/STAT3/BCL6,SARC,1
let-7c-5p,miR-181a-5p,STAT3,BCL6,let-7c-5p/miR-181a-5p/STAT3/BCL6,SARC,1
let-7c-5p,miR-181b-5p,STAT3,BCL6,let-7c-5p/miR-181b-5p/STAT3/BCL6,SARC,1
let-7c-5p,miR-182-5p,STAT3,IL6ST,let-7c-5p/miR-182-5p/STAT3/IL6ST,SARC,1
let-7c-5p,miR-18a-5p,STAT3,BCL6,let-7c-5p/miR-18a-5p/STAT3/BCL6,SARC,1
let-7c-5p,miR-1976,YY1,DEK,let-7c-5p/miR-1976/YY1/DEK,SARC,1
let-7c-5p,miR-20a-3p,STAT3,BCL6,let-7c-5p/miR-20a-3p/STAT3/BCL6,SARC,1
let-7c-5p,miR-20a-3p,STAT3,ROR1,let-7c-5p/miR-20a-3p/STAT3/ROR1,SARC,1
let-7c-5p,miR-20a-5p,STAT3,BCL6,let-7c-5p/miR-20a-5p/STAT3/BCL6,SARC,1
let-7c-5p,miR-20a-5p,YY1,PBDC1,let-7c-5p/miR-20a-5p/YY1/PBDC1,SARC,1
let-7c-5p,miR-21-3p,STAT3,PGF,let-7c-5p/miR-21-3p/STAT3/PGF,SARC,1
let-7c-5p,miR-21-3p,STAT3,ROR1,let-7c-5p/miR-21-3p/STAT3/ROR1,SARC,1
let-7c-5p,miR-214-3p,STAT3,ROR1,let-7c-5p/miR-214-3p/STAT3/ROR1,SARC,1
let-7c-5p,miR-214-3p,TFAP2A,NME3,let-7c-5p/miR-214-3p/TFAP2A/NME3,BRCA,1
let-7c-5p,miR-223-3p,SP1,MUC2,let-7c-5p/miR-223-3p/SP1/MUC2,BLCA,1
let-7c-5p,miR-2355-3p,E2F6,TANGO2,let-7c-5p/miR-2355-3p/E2F6/TANGO2,STAD,1
let-7c-5p,miR-299-5p,SP1,CYP3A7,let-7c-5p/miR-299-5p/SP1/CYP3A7,BLCA,1
let-7c-5p,miR-3065-3p,STAT3,KLF11,let-7c-5p/miR-3065-3p/STAT3/KLF11,SARC,1
let-7c-5p,miR-3065-3p,STAT3,ROR1,let-7c-5p/miR-3065-3p/STAT3/ROR1,SARC,1
let-7c-5p,miR-30a-3p,MYC,DKC1,let-7c-5p/miR-30a-3p/MYC/DKC1,CESC,1
let-7c-5p,miR-30a-5p,ARID3A,MNT,let-7c-5p/miR-30a-5p/ARID3A/MNT,LUAD,1
let-7c-5p,miR-30a-5p,MYC,ARF1,let-7c-5p/miR-30a-5p/MYC/ARF1,HNSC,1
let-7c-5p,miR-3127-5p,E2F4,NFKB2,let-7c-5p/miR-3127-5p/E2F4/NFKB2,STAD,1
let-7c-5p,miR-323a-3p,STAT3,IL6ST,let-7c-5p/miR-323a-3p/STAT3/IL6ST,SARC,1
let-7c-5p,miR-326,SP1,MUC2,let-7c-5p/miR-326/SP1/MUC2,BLCA,1
let-7c-5p,miR-340-5p,STAT3,RORA,let-7c-5p/miR-340-5p/STAT3/RORA,SARC,1
let-7c-5p,miR-34a-5p,YY1,MRPS10,let-7c-5p/miR-34a-5p/YY1/MRPS10,SARC,1
let-7c-5p,miR-34a-5p,YY1,PSMD8,let-7c-5p/miR-34a-5p/YY1/PSMD8,SARC,1
let-7c-5p,miR-362-3p,STAT3,PGF,let-7c-5p/miR-362-3p/STAT3/PGF,SARC,1
let-7c-5p,miR-362-3p,STAT3,ROR1,let-7c-5p/miR-362-3p/STAT3/ROR1,SARC,1
let-7c-5p,miR-378a-3p,YY1,SRP68,let-7c-5p/miR-378a-3p/YY1/SRP68,SARC,1
let-7c-5p,miR-497-5p,MYC,PKM,let-7c-5p/miR-497-5p/MYC/PKM,KIRP,1
let-7c-5p,miR-7-1-3p,STAT3,PGF,let-7c-5p/miR-7-1-3p/STAT3/PGF,SARC,1
let-7c-5p,miR-93-3p,STAT3,KLF11,let-7c-5p/miR-93-3p/STAT3/KLF11,SARC,1
let-7c-5p,miR-93-3p,STAT3,ROR1,let-7c-5p/miR-93-3p/STAT3/ROR1,SARC,1
let-7e-5p,let-7g-3p,ARID3A,FOXK1,let-7e-5p/let-7g-3p/ARID3A/FOXK1,LGG,1
let-7e-5p,let-7g-3p,ARID3A,STK10,let-7e-5p/let-7g-3p/ARID3A/STK10,LGG,1
let-7e-5p,miR-1-3p,SP1,TNFRSF8,let-7e-5p/miR-1-3p/SP1/TNFRSF8,LGG,1
let-7e-5p,miR-107,SP1,ADH6,let-7e-5p/miR-107/SP1/ADH6,LGG,1
let-7e-5p,miR-124-3p,SP1,ADH6,let-7e-5p/miR-124-3p/SP1/ADH6,LGG,1
let-7e-5p,miR-127-5p,SP1,HLA-G,let-7e-5p/miR-127-5p/SP1/HLA-G,LGG,1
let-7e-5p,miR-1296-5p,SP1,ADH6,let-7e-5p/miR-1296-5p/SP1/ADH6,LGG,1
let-7e-5p,miR-130b-3p,STAT3,BCL6,let-7e-5p/miR-130b-3p/STAT3/BCL6,SARC,1
let-7e-5p,miR-135a-5p,ZNF217,IQGAP1,let-7e-5p/miR-135a-5p/ZNF217/IQGAP1,TGCT,1
let-7e-5p,miR-135b-5p,MYC,EPB42,let-7e-5p/miR-135b-5p/MYC/EPB42,LGG,1
let-7e-5p,miR-145-5p,MYC,CLP1,let-7e-5p/miR-145-5p/MYC/CLP1,LGG,1
let-7e-5p,miR-145-5p,MYC,SNRPB,let-7e-5p/miR-145-5p/MYC/SNRPB,LGG,1
let-7e-5p,miR-145-5p,SP1,ADH6,let-7e-5p/miR-145-5p/SP1/ADH6,LGG,1
let-7e-5p,miR-148a-3p,STAT3,NNMT,let-7e-5p/miR-148a-3p/STAT3/NNMT,SARC,1
let-7e-5p,miR-149-5p,SP1,ADH6,let-7e-5p/miR-149-5p/SP1/ADH6,LGG,1
let-7e-5p,miR-150-5p,TP53,CCNK,let-7e-5p/miR-150-5p/TP53/CCNK,LGG,1
let-7e-5p,miR-16-2-3p,MYC,RPS16,let-7e-5p/miR-16-2-3p/MYC/RPS16,LGG,1
let-7e-5p,miR-17-3p,STAT3,BCL6,let-7e-5p/miR-17-3p/STAT3/BCL6,SARC,1
let-7e-5p,miR-185-3p,MYC,DDX5,let-7e-5p/miR-185-3p/MYC/DDX5,LGG,1
let-7e-5p,miR-185-3p,MYC,ENTPD7,let-7e-5p/miR-185-3p/MYC/ENTPD7,LGG,1
let-7e-5p,miR-185-5p,MYC,CLP1,let-7e-5p/miR-185-5p/MYC/CLP1,LGG,1
let-7e-5p,miR-185-5p,MYC,HIF1A,let-7e-5p/miR-185-5p/MYC/HIF1A,LGG,1
let-7e-5p,miR-185-5p,MYC,MFAP1,let-7e-5p/miR-185-5p/MYC/MFAP1,LGG,1
let-7e-5p,miR-185-5p,MYC,NTN3,let-7e-5p/miR-185-5p/MYC/NTN3,LGG,1
let-7e-5p,miR-185-5p,TP53,CCNK,let-7e-5p/miR-185-5p/TP53/CCNK,LGG,1
let-7e-5p,miR-185-5p,TP53,RPS27L,let-7e-5p/miR-185-5p/TP53/RPS27L,LGG,1
let-7e-5p,miR-1976,YY1,DEK,let-7e-5p/miR-1976/YY1/DEK,SARC,1
let-7e-5p,miR-199b-5p,MYC,ID2,let-7e-5p/miR-199b-5p/MYC/ID2,LGG,1
let-7e-5p,miR-199b-5p,MYC,MFAP1,let-7e-5p/miR-199b-5p/MYC/MFAP1,LGG,1
let-7e-5p,miR-203a-3p,MYC,NTN3,let-7e-5p/miR-203a-3p/MYC/NTN3,LGG,1
let-7e-5p,miR-204-5p,TCF4,TEAD1,let-7e-5p/miR-204-5p/TCF4/TEAD1,LGG,1
let-7e-5p,miR-2110,TP53,RRM1,let-7e-5p/miR-2110/TP53/RRM1,LGG,1
let-7e-5p,miR-214-3p,STAT3,IFNAR1,let-7e-5p/miR-214-3p/STAT3/IFNAR1,SARC,1
let-7e-5p,miR-218-5p,SP1,ADH6,let-7e-5p/miR-218-5p/SP1/ADH6,LGG,1
let-7e-5p,miR-24-3p,MYC,ENTPD7,let-7e-5p/miR-24-3p/MYC/ENTPD7,LGG,1
let-7e-5p,miR-24-3p,MYC,ID2,let-7e-5p/miR-24-3p/MYC/ID2,LGG,1
let-7e-5p,miR-24-3p,TP53,CCNK,let-7e-5p/miR-24-3p/TP53/CCNK,LGG,1
let-7e-5p,miR-24-3p,TP53,HRAS,let-7e-5p/miR-24-3p/TP53/HRAS,LGG,1
let-7e-5p,miR-27b-3p,ARID3A,FOXK1,let-7e-5p/miR-27b-3p/ARID3A/FOXK1,LGG,1
let-7e-5p,miR-27b-3p,ARID3A,STK10,let-7e-5p/miR-27b-3p/ARID3A/STK10,LGG,1
let-7e-5p,miR-27b-3p,TP53,HRAS,let-7e-5p/miR-27b-3p/TP53/HRAS,LGG,1
let-7e-5p,miR-29b-3p,SP1,ADH6,let-7e-5p/miR-29b-3p/SP1/ADH6,LGG,1
let-7e-5p,miR-29c-3p,MYCN,MCM8,let-7e-5p/miR-29c-3p/MYCN/MCM8,LGG,1
let-7e-5p,miR-29c-3p,TCF4,ARID5B,let-7e-5p/miR-29c-3p/TCF4/ARID5B,LGG,1
let-7e-5p,miR-29c-3p,TCF4,TEAD1,let-7e-5p/miR-29c-3p/TCF4/TEAD1,LGG,1
let-7e-5p,miR-323a-3p,MYC,AQR,let-7e-5p/miR-323a-3p/MYC/AQR,LGG,1
let-7e-5p,miR-323a-3p,MYC,NID1,let-7e-5p/miR-323a-3p/MYC/NID1,LGG,1
let-7e-5p,miR-330-3p,TP53,BAK1,let-7e-5p/miR-330-3p/TP53/BAK1,LGG,1
let-7e-5p,miR-330-3p,TP53,HIC1,let-7e-5p/miR-330-3p/TP53/HIC1,LGG,1
let-7e-5p,miR-338-3p,ZNF217,IQGAP1,let-7e-5p/miR-338-3p/ZNF217/IQGAP1,TGCT,1
let-7e-5p,miR-33a-5p,MYC,AQR,let-7e-5p/miR-33a-5p/MYC/AQR,LGG,1
let-7e-5p,miR-33a-5p,MYC,CLP1,let-7e-5p/miR-33a-5p/MYC/CLP1,LGG,1
let-7e-5p,miR-33a-5p,MYC,ENTPD7,let-7e-5p/miR-33a-5p/MYC/ENTPD7,LGG,1
let-7e-5p,miR-33a-5p,MYC,HIF1A,let-7e-5p/miR-33a-5p/MYC/HIF1A,LGG,1
let-7e-5p,miR-33a-5p,MYC,HNRNPA2B1,let-7e-5p/miR-33a-5p/MYC/HNRNPA2B1,LGG,1
let-7e-5p,miR-33a-5p,MYC,NID1,let-7e-5p/miR-33a-5p/MYC/NID1,LGG,1
let-7e-5p,miR-34b-5p,MYC,H2AZ1,let-7e-5p/miR-34b-5p/MYC/H2AZ1,LGG,1
let-7e-5p,miR-34b-5p,MYC,MFAP1,let-7e-5p/miR-34b-5p/MYC/MFAP1,LGG,1
let-7e-5p,miR-34b-5p,MYC,PTPA,let-7e-5p/miR-34b-5p/MYC/PTPA,LGG,1
let-7e-5p,miR-34b-5p,MYC,RPS16,let-7e-5p/miR-34b-5p/MYC/RPS16,LGG,1
let-7e-5p,miR-369-3p,SP1,CYP19A1,let-7e-5p/miR-369-3p/SP1/CYP19A1,LGG,1
let-7e-5p,miR-378a-3p,MYC,AQR,let-7e-5p/miR-378a-3p/MYC/AQR,LGG,1
let-7e-5p,miR-378a-3p,MYC,ID2,let-7e-5p/miR-378a-3p/MYC/ID2,LGG,1
let-7e-5p,miR-378a-3p,MYC,POLE3,let-7e-5p/miR-378a-3p/MYC/POLE3,LGG,1
let-7e-5p,miR-383-5p,SP1,ADH6,let-7e-5p/miR-383-5p/SP1/ADH6,LGG,1
let-7e-5p,miR-383-5p,SP1,CYP19A1,let-7e-5p/miR-383-5p/SP1/CYP19A1,LGG,1
let-7e-5p,miR-383-5p,SP1,MAT2A,let-7e-5p/miR-383-5p/SP1/MAT2A,LGG,1
let-7e-5p,miR-3943,MYC,AQR,let-7e-5p/miR-3943/MYC/AQR,LGG,1
let-7e-5p,miR-3943,MYC,MTHFD1,let-7e-5p/miR-3943/MYC/MTHFD1,LGG,1
let-7e-5p,miR-410-3p,SP1,CAV1,let-7e-5p/miR-410-3p/SP1/CAV1,LGG,1
let-7e-5p,miR-410-3p,SP1,CD28,let-7e-5p/miR-410-3p/SP1/CD28,LGG,1
let-7e-5p,miR-410-3p,SP1,FN1,let-7e-5p/miR-410-3p/SP1/FN1,LGG,1
let-7e-5p,miR-410-3p,SP1,HLA-G,let-7e-5p/miR-410-3p/SP1/HLA-G,LGG,1
let-7e-5p,miR-424-5p,STAT3,STAT1,let-7e-5p/miR-424-5p/STAT3/STAT1,SARC,1
let-7e-5p,miR-501-3p,STAT3,BCL6,let-7e-5p/miR-501-3p/STAT3/BCL6,SARC,1
let-7e-5p,miR-539-5p,POU2F1,IL5,let-7e-5p/miR-539-5p/POU2F1/IL5,LGG,1
let-7e-5p,miR-582-3p,CUX1,ECT2,let-7e-5p/miR-582-3p/CUX1/ECT2,LGG,1
let-7e-5p,miR-7-5p,MYC,PRKDC,let-7e-5p/miR-7-5p/MYC/PRKDC,LGG,1
let-7e-5p,miR-766-3p,MYC,AQR,let-7e-5p/miR-766-3p/MYC/AQR,LGG,1
let-7e-5p,miR-766-3p,MYC,NID1,let-7e-5p/miR-766-3p/MYC/NID1,LGG,1
let-7e-5p,miR-940,MYC,CLP1,let-7e-5p/miR-940/MYC/CLP1,LGG,1
let-7e-5p,miR-940,MYC,ENTPD7,let-7e-5p/miR-940/MYC/ENTPD7,LGG,1
let-7e-5p,miR-940,MYC,MTHFD1,let-7e-5p/miR-940/MYC/MTHFD1,LGG,1
let-7e-5p,miR-940,MYC,UBA52,let-7e-5p/miR-940/MYC/UBA52,LGG,1
let-7e-5p,miR-942-5p,POU2F1,IL5,let-7e-5p/miR-942-5p/POU2F1/IL5,LGG,1
let-7f-1-3p,miR-218-5p,TEAD1,FAT1,let-7f-1-3p/miR-218-5p/TEAD1/FAT1,LGG,1
let-7f-1-3p,miR-218-5p,TEAD1,PBX1,let-7f-1-3p/miR-218-5p/TEAD1/PBX1,LGG,1
let-7f-1-3p,miR-27b-3p,TEAD1,EXT1,let-7f-1-3p/miR-27b-3p/TEAD1/EXT1,LGG,1
let-7f-1-3p,miR-27b-3p,TEAD1,PBX1,let-7f-1-3p/miR-27b-3p/TEAD1/PBX1,LGG,1
let-7f-1-3p,miR-331-3p,POU2F1,CCND1,let-7f-1-3p/miR-331-3p/POU2F1/CCND1,LGG,1
let-7f-1-3p,miR-410-3p,POU2F1,TXNRD1,let-7f-1-3p/miR-410-3p/POU2F1/TXNRD1,LGG,1
let-7f-1-3p,miR-744-3p,POU2F1,TXNRD1,let-7f-1-3p/miR-744-3p/POU2F1/TXNRD1,LGG,1
let-7f-2-3p,miR-224-5p,MEF2A,NEK7,let-7f-2-3p/miR-224-5p/MEF2A/NEK7,COAD,1
let-7f-2-3p,miR-224-5p,MEF2A,PHTF2,let-7f-2-3p/miR-224-5p/MEF2A/PHTF2,COAD,1
let-7g-3p,miR-106a-5p,CREB1,PSEN1,let-7g-3p/miR-106a-5p/CREB1/PSEN1,PRAD,1
let-7g-3p,miR-126-5p,E2F6,FAM178B,let-7g-3p/miR-126-5p/E2F6/FAM178B,LGG,1
let-7g-3p,miR-126-5p,E2F6,NOL4L,let-7g-3p/miR-126-5p/E2F6/NOL4L,LGG,1
let-7g-3p,miR-1270,BACH2,KCTD20,let-7g-3p/miR-1270/BACH2/KCTD20,BLCA,1
let-7g-3p,miR-1306-3p,FOXP1,MCTP2,let-7g-3p/miR-1306-3p/FOXP1/MCTP2,STAD,1
let-7g-3p,miR-155-5p,MITF,BEST1,let-7g-3p/miR-155-5p/MITF/BEST1,STAD,1
let-7g-3p,miR-15b-3p,BACH2,RIPOR2,let-7g-3p/miR-15b-3p/BACH2/RIPOR2,STAD,1
let-7g-3p,miR-183-5p,FOXP1,MCTP2,let-7g-3p/miR-183-5p/FOXP1/MCTP2,STAD,1
let-7g-3p,miR-19a-3p,CREB1,FLT1,let-7g-3p/miR-19a-3p/CREB1/FLT1,COAD,1
let-7g-3p,miR-19a-3p,CREB1,STAR,let-7g-3p/miR-19a-3p/CREB1/STAR,COAD,1
let-7g-3p,miR-21-3p,FOXP1,U2SURP,let-7g-3p/miR-21-3p/FOXP1/U2SURP,BLCA,1
let-7g-3p,miR-210-3p,MITF,HIF1A,let-7g-3p/miR-210-3p/MITF/HIF1A,BLCA,1
let-7g-3p,miR-223-5p,FOXP1,MCTP2,let-7g-3p/miR-223-5p/FOXP1/MCTP2,STAD,1
let-7g-3p,miR-27b-3p,ARID3A,FOXK1,let-7g-3p/miR-27b-3p/ARID3A/FOXK1,LGG,1
let-7g-3p,miR-331-3p,BACH2,FOXO3,let-7g-3p/miR-331-3p/BACH2/FOXO3,BLCA,1
let-7g-3p,miR-335-3p,FOXP1,SND1,let-7g-3p/miR-335-3p/FOXP1/SND1,BRCA,1
let-7g-3p,miR-335-3p,FOXP1,TXNRD1,let-7g-3p/miR-335-3p/FOXP1/TXNRD1,STAD,1
let-7g-3p,miR-33b-5p,CREB1,FLT1,let-7g-3p/miR-33b-5p/CREB1/FLT1,COAD,1
let-7g-3p,miR-421,FOXP1,CHN2,let-7g-3p/miR-421/FOXP1/CHN2,STAD,1
let-7g-3p,miR-421,FOXP1,MAD1L1,let-7g-3p/miR-421/FOXP1/MAD1L1,STAD,1
let-7g-3p,miR-431-5p,FOXP1,MCTP2,let-7g-3p/miR-431-5p/FOXP1/MCTP2,STAD,1
let-7g-3p,miR-655-3p,ELK4,SLC4A7,let-7g-3p/miR-655-3p/ELK4/SLC4A7,LGG,1
let-7g-3p,miR-671-5p,NR2F1,CTIF,let-7g-3p/miR-671-5p/NR2F1/CTIF,BLCA,1
let-7g-3p,miR-7-5p,FOXP1,TXNRD1,let-7g-3p/miR-7-5p/FOXP1/TXNRD1,STAD,1
let-7g-3p,miR-766-3p,ZNF24,OTUD3,let-7g-3p/miR-766-3p/ZNF24/OTUD3,LGG,1
let-7g-3p,miR-93-3p,CREB1,NTS,let-7g-3p/miR-93-3p/CREB1/NTS,STAD,1
let-7g-3p,miR-93-3p,FOXP1,MAD1L1,let-7g-3p/miR-93-3p/FOXP1/MAD1L1,STAD,1
let-7g-3p,miR-942-5p,FOXP1,MAD1L1,let-7g-3p/miR-942-5p/FOXP1/MAD1L1,STAD,1
miR-1-3p,miR-101-3p,SP1,TNFRSF8,miR-1-3p/miR-101-3p/SP1/TNFRSF8,LGG,1
miR-1-3p,miR-105-5p,SP1,ESR1,miR-1-3p/miR-105-5p/SP1/ESR1,LGG,1
miR-1-3p,miR-107,SP1,FGL2,miR-1-3p/miR-107/SP1/FGL2,LGG,1
miR-1-3p,miR-107,SP1,HLA-G,miR-1-3p/miR-107/SP1/HLA-G,LGG,1
miR-1-3p,miR-107,SP1,ITGA5,miR-1-3p/miR-107/SP1/ITGA5,LGG,1
miR-1-3p,miR-107,SP1,TNFRSF8,miR-1-3p/miR-107/SP1/TNFRSF8,LGG,1
