miRNA1,miRNA2,hgnc_symbol_target,CommonTriplets,CancerTypes,count
hsa-mir-200a-3p,hsa-mir-524-5p,TNFAIP3,hsa-mir-200a-3p/hsa-mir-524-5p/TNFAIP3,TGCT,1
hsa-mir-200a-3p,hsa-mir-582-3p,BPTF,hsa-mir-200a-3p/hsa-mir-582-3p/BPTF,TGCT,1
hsa-mir-200a-3p,hsa-mir-582-3p,MCM6,hsa-mir-200a-3p/hsa-mir-582-3p/MCM6,TGCT,1
hsa-mir-200a-3p,hsa-mir-584-5p,FOXP1,hsa-mir-200a-3p/hsa-mir-584-5p/FOXP1,BLCA,1
hsa-mir-200a-3p,hsa-mir-628-3p,SERTAD2,hsa-mir-200a-3p/hsa-mir-628-3p/SERTAD2,BLCA,1
hsa-mir-200a-3p,hsa-mir-671-5p,CCNG2,hsa-mir-200a-3p/hsa-mir-671-5p/CCNG2,LGG,1
hsa-mir-200a-3p,hsa-mir-766-3p,TP63,hsa-mir-200a-3p/hsa-mir-766-3p/TP63,LGG,1
hsa-mir-200a-3p,hsa-mir-93-3p,BNIP3L,hsa-mir-200a-3p/hsa-mir-93-3p/BNIP3L,BLCA,1
hsa-mir-200a-3p,hsa-mir-93-5p,PHACTR2,hsa-mir-200a-3p/hsa-mir-93-5p/PHACTR2,STAD,1
hsa-mir-200a-3p,hsa-mir-93-5p,PLCB1,hsa-mir-200a-3p/hsa-mir-93-5p/PLCB1,STAD,1
hsa-mir-200a-3p,hsa-mir-96-5p,RFX3,hsa-mir-200a-3p/hsa-mir-96-5p/RFX3,HNSC,1
hsa-mir-200a-3p,hsa-mir-96-5p,SLC25A10,hsa-mir-200a-3p/hsa-mir-96-5p/SLC25A10,UCEC,1
hsa-mir-200a-5p,hsa-mir-29c-3p,USP6NL,hsa-mir-200a-5p/hsa-mir-29c-3p/USP6NL,LGG,1
hsa-mir-200a-5p,hsa-mir-30a-5p,SGMS1,hsa-mir-200a-5p/hsa-mir-30a-5p/SGMS1,HNSC,1
hsa-mir-200b-3p,hsa-mir-200c-3p,ABCB1,hsa-mir-200b-3p/hsa-mir-200c-3p/ABCB1,BLCA,1
hsa-mir-200b-3p,hsa-mir-200c-3p,GABPA,hsa-mir-200b-3p/hsa-mir-200c-3p/GABPA,STAD,1
hsa-mir-200b-3p,hsa-mir-200c-3p,NOL4L,hsa-mir-200b-3p/hsa-mir-200c-3p/NOL4L,LGG,1
hsa-mir-200b-3p,hsa-mir-200c-3p,NR3C2,hsa-mir-200b-3p/hsa-mir-200c-3p/NR3C2,STAD,1
hsa-mir-200b-3p,hsa-mir-200c-3p,SMAD4,hsa-mir-200b-3p/hsa-mir-200c-3p/SMAD4,STAD,1
hsa-mir-200b-3p,hsa-mir-20a-5p,NAALADL2,hsa-mir-200b-3p/hsa-mir-20a-5p/NAALADL2,STAD,1
hsa-mir-200b-3p,hsa-mir-20a-5p,PLCB1,hsa-mir-200b-3p/hsa-mir-20a-5p/PLCB1,STAD,1
hsa-mir-200b-3p,hsa-mir-20b-3p,IQGAP1,hsa-mir-200b-3p/hsa-mir-20b-3p/IQGAP1,TGCT,1
hsa-mir-200b-3p,hsa-mir-20b-5p,IQGAP1,hsa-mir-200b-3p/hsa-mir-20b-5p/IQGAP1,TGCT,1
hsa-mir-200b-3p,hsa-mir-21-5p,POLB,hsa-mir-200b-3p/hsa-mir-21-5p/POLB,SARC,1
hsa-mir-200b-3p,hsa-mir-223-3p,ADRA2B,hsa-mir-200b-3p/hsa-mir-223-3p/ADRA2B,SARC,1
hsa-mir-200b-3p,hsa-mir-223-3p,AGT,hsa-mir-200b-3p/hsa-mir-223-3p/AGT,SARC,1
hsa-mir-200b-3p,hsa-mir-223-3p,MAT2B,hsa-mir-200b-3p/hsa-mir-223-3p/MAT2B,SARC,1
hsa-mir-200b-3p,hsa-mir-23b-3p,CDKN1A,hsa-mir-200b-3p/hsa-mir-23b-3p/CDKN1A,LGG,1
hsa-mir-200b-3p,hsa-mir-24-3p,FAAP20,hsa-mir-200b-3p/hsa-mir-24-3p/FAAP20,LGG,1
hsa-mir-200b-3p,hsa-mir-27a-3p,LUC7L2,hsa-mir-200b-3p/hsa-mir-27a-3p/LUC7L2,LGG,1
hsa-mir-200b-3p,hsa-mir-27a-5p,HMGB1,hsa-mir-200b-3p/hsa-mir-27a-5p/HMGB1,SARC,1
hsa-mir-200b-3p,hsa-mir-27a-5p,NOL4L,hsa-mir-200b-3p/hsa-mir-27a-5p/NOL4L,SARC,1
hsa-mir-200b-3p,hsa-mir-27a-5p,PHACTR2,hsa-mir-200b-3p/hsa-mir-27a-5p/PHACTR2,STAD,1
hsa-mir-200b-3p,hsa-mir-29a-3p,AGT,hsa-mir-200b-3p/hsa-mir-29a-3p/AGT,SARC,1
hsa-mir-200b-3p,hsa-mir-29a-3p,MAT2B,hsa-mir-200b-3p/hsa-mir-29a-3p/MAT2B,SARC,1
hsa-mir-200b-3p,hsa-mir-29b-3p,AGT,hsa-mir-200b-3p/hsa-mir-29b-3p/AGT,SARC,1
hsa-mir-200b-3p,hsa-mir-29b-3p,POLB,hsa-mir-200b-3p/hsa-mir-29b-3p/POLB,SARC,1
hsa-mir-200b-3p,hsa-mir-301a-3p,IQGAP1,hsa-mir-200b-3p/hsa-mir-301a-3p/IQGAP1,TGCT,1
hsa-mir-200b-3p,hsa-mir-301b-3p,FOXP1,hsa-mir-200b-3p/hsa-mir-301b-3p/FOXP1,BLCA,1
hsa-mir-200b-3p,hsa-mir-301b-3p,IQGAP1,hsa-mir-200b-3p/hsa-mir-301b-3p/IQGAP1,TGCT,1
hsa-mir-200b-3p,hsa-mir-32-5p,SULT1C4,hsa-mir-200b-3p/hsa-mir-32-5p/SULT1C4,LGG,1
hsa-mir-200b-3p,hsa-mir-320b,PLCB1,hsa-mir-200b-3p/hsa-mir-320b/PLCB1,STAD,1
hsa-mir-200b-3p,hsa-mir-329-3p,PARP1,hsa-mir-200b-3p/hsa-mir-329-3p/PARP1,LGG,1
hsa-mir-200b-3p,hsa-mir-342-3p,HMOX2,hsa-mir-200b-3p/hsa-mir-342-3p/HMOX2,STAD,1
hsa-mir-200b-3p,hsa-mir-363-3p,VDR,hsa-mir-200b-3p/hsa-mir-363-3p/VDR,TGCT,1
hsa-mir-200b-3p,hsa-mir-421,LUC7L2,hsa-mir-200b-3p/hsa-mir-421/LUC7L2,LGG,1
hsa-mir-200b-3p,hsa-mir-429,BGLAP,hsa-mir-200b-3p/hsa-mir-429/BGLAP,HNSC,1
hsa-mir-200b-3p,hsa-mir-429,CDKN1A,hsa-mir-200b-3p/hsa-mir-429/CDKN1A,LUSC,1
hsa-mir-200b-3p,hsa-mir-429,CSF3R,hsa-mir-200b-3p/hsa-mir-429/CSF3R,LUSC,1
hsa-mir-200b-3p,hsa-mir-429,ERG,hsa-mir-200b-3p/hsa-mir-429/ERG,LUSC,1
hsa-mir-200b-3p,hsa-mir-429,FAS,hsa-mir-200b-3p/hsa-mir-429/FAS,STAD,1
hsa-mir-200b-3p,hsa-mir-429,FOXD1,hsa-mir-200b-3p/hsa-mir-429/FOXD1,HNSC,1
hsa-mir-200b-3p,hsa-mir-429,GABPA,hsa-mir-200b-3p/hsa-mir-429/GABPA,STAD,1
hsa-mir-200b-3p,hsa-mir-429,SMAD4,hsa-mir-200b-3p/hsa-mir-429/SMAD4,STAD,1
hsa-mir-200b-3p,hsa-mir-429,TNF,hsa-mir-200b-3p/hsa-mir-429/TNF,LUSC,1
hsa-mir-200b-3p,hsa-mir-429,VPS13B,hsa-mir-200b-3p/hsa-mir-429/VPS13B,HNSC,1
hsa-mir-200b-3p,hsa-mir-455-3p,ZNF143,hsa-mir-200b-3p/hsa-mir-455-3p/ZNF143,SARC,1
hsa-mir-200b-3p,hsa-mir-484,PHACTR2,hsa-mir-200b-3p/hsa-mir-484/PHACTR2,STAD,1
hsa-mir-200b-3p,hsa-mir-484,PLCB1,hsa-mir-200b-3p/hsa-mir-484/PLCB1,STAD,1
hsa-mir-200b-3p,hsa-mir-484,TRPC6,hsa-mir-200b-3p/hsa-mir-484/TRPC6,STAD,1
hsa-mir-200b-3p,hsa-mir-516b-5p,EGR1,hsa-mir-200b-3p/hsa-mir-516b-5p/EGR1,TGCT,1
hsa-mir-200b-3p,hsa-mir-518a-5p,TNFAIP3,hsa-mir-200b-3p/hsa-mir-518a-5p/TNFAIP3,TGCT,1
hsa-mir-200b-3p,hsa-mir-524-5p,TNFAIP3,hsa-mir-200b-3p/hsa-mir-524-5p/TNFAIP3,TGCT,1
hsa-mir-200b-3p,hsa-mir-526b-3p,EGR1,hsa-mir-200b-3p/hsa-mir-526b-3p/EGR1,TGCT,1
hsa-mir-200b-3p,hsa-mir-527,TNFAIP3,hsa-mir-200b-3p/hsa-mir-527/TNFAIP3,TGCT,1
hsa-mir-200b-3p,hsa-mir-570-3p,ANGPT2,hsa-mir-200b-3p/hsa-mir-570-3p/ANGPT2,LUSC,1
hsa-mir-200b-3p,hsa-mir-582-3p,BPTF,hsa-mir-200b-3p/hsa-mir-582-3p/BPTF,TGCT,1
hsa-mir-200b-3p,hsa-mir-582-3p,MCM6,hsa-mir-200b-3p/hsa-mir-582-3p/MCM6,TGCT,1
hsa-mir-200b-3p,hsa-mir-582-5p,MCM6,hsa-mir-200b-3p/hsa-mir-582-5p/MCM6,TGCT,1
hsa-mir-200b-3p,hsa-mir-590-3p,MAT2B,hsa-mir-200b-3p/hsa-mir-590-3p/MAT2B,SARC,1
hsa-mir-200b-3p,hsa-mir-615-3p,PDXK,hsa-mir-200b-3p/hsa-mir-615-3p/PDXK,SARC,1
hsa-mir-200b-3p,hsa-mir-628-3p,SERTAD2,hsa-mir-200b-3p/hsa-mir-628-3p/SERTAD2,BLCA,1
hsa-mir-200b-3p,hsa-mir-93-3p,ATF3,hsa-mir-200b-3p/hsa-mir-93-3p/ATF3,BLCA,1
hsa-mir-200b-3p,hsa-mir-93-5p,PHACTR2,hsa-mir-200b-3p/hsa-mir-93-5p/PHACTR2,STAD,1
hsa-mir-200b-3p,hsa-mir-93-5p,PLCB1,hsa-mir-200b-3p/hsa-mir-93-5p/PLCB1,STAD,1
hsa-mir-200b-3p,hsa-mir-940,ATF3,hsa-mir-200b-3p/hsa-mir-940/ATF3,BLCA,1
hsa-mir-200b-5p,hsa-mir-30a-5p,SGMS1,hsa-mir-200b-5p/hsa-mir-30a-5p/SGMS1,HNSC,1
hsa-mir-200c-3p,hsa-mir-20a-3p,LMNA,hsa-mir-200c-3p/hsa-mir-20a-3p/LMNA,STAD,1
hsa-mir-200c-3p,hsa-mir-20a-5p,ZNF608,hsa-mir-200c-3p/hsa-mir-20a-5p/ZNF608,BLCA,1
hsa-mir-200c-3p,hsa-mir-20b-5p,ZNF608,hsa-mir-200c-3p/hsa-mir-20b-5p/ZNF608,BLCA,1
hsa-mir-200c-3p,hsa-mir-219a-1-3p,SMAD4,hsa-mir-200c-3p/hsa-mir-219a-1-3p/SMAD4,STAD,1
hsa-mir-200c-3p,hsa-mir-221-3p,SERTAD2,hsa-mir-200c-3p/hsa-mir-221-3p/SERTAD2,BLCA,1
hsa-mir-200c-3p,hsa-mir-222-3p,SERTAD2,hsa-mir-200c-3p/hsa-mir-222-3p/SERTAD2,BLCA,1
hsa-mir-200c-3p,hsa-mir-29b-1-5p,SEPTIN9,hsa-mir-200c-3p/hsa-mir-29b-1-5p/SEPTIN9,STAD,1
hsa-mir-200c-3p,hsa-mir-29b-3p,MAML2,hsa-mir-200c-3p/hsa-mir-29b-3p/MAML2,BLCA,1
hsa-mir-200c-3p,hsa-mir-29b-3p,NR3C2,hsa-mir-200c-3p/hsa-mir-29b-3p/NR3C2,BLCA,1
hsa-mir-200c-3p,hsa-mir-29b-3p,SULT1C4,hsa-mir-200c-3p/hsa-mir-29b-3p/SULT1C4,BLCA,1
hsa-mir-200c-3p,hsa-mir-301b-3p,SULT1C4,hsa-mir-200c-3p/hsa-mir-301b-3p/SULT1C4,BLCA,1
hsa-mir-200c-3p,hsa-mir-302c-3p,LGALS3,hsa-mir-200c-3p/hsa-mir-302c-3p/LGALS3,TGCT,1
hsa-mir-200c-3p,hsa-mir-302c-3p,NFKB1,hsa-mir-200c-3p/hsa-mir-302c-3p/NFKB1,TGCT,1
hsa-mir-200c-3p,hsa-mir-32-3p,MGAT5,hsa-mir-200c-3p/hsa-mir-32-3p/MGAT5,LGG,1
hsa-mir-200c-3p,hsa-mir-324-5p,SMAD4,hsa-mir-200c-3p/hsa-mir-324-5p/SMAD4,STAD,1
hsa-mir-200c-3p,hsa-mir-345-5p,SERTAD2,hsa-mir-200c-3p/hsa-mir-345-5p/SERTAD2,BLCA,1
hsa-mir-200c-3p,hsa-mir-362-3p,CLEC16A,hsa-mir-200c-3p/hsa-mir-362-3p/CLEC16A,STAD,1
hsa-mir-200c-3p,hsa-mir-362-3p,TBC1D5,hsa-mir-200c-3p/hsa-mir-362-3p/TBC1D5,STAD,1
hsa-mir-200c-3p,hsa-mir-429,ABCB1,hsa-mir-200c-3p/hsa-mir-429/ABCB1,BLCA,1
hsa-mir-200c-3p,hsa-mir-429,GABPA,hsa-mir-200c-3p/hsa-mir-429/GABPA,STAD,1
hsa-mir-200c-3p,hsa-mir-429,HMOX1,hsa-mir-200c-3p/hsa-mir-429/HMOX1,STAD,1
hsa-mir-200c-3p,hsa-mir-429,SMAD4,hsa-mir-200c-3p/hsa-mir-429/SMAD4,STAD,1
hsa-mir-200c-3p,hsa-mir-517-5p,IL1B,hsa-mir-200c-3p/hsa-mir-517-5p/IL1B,TGCT,1
hsa-mir-200c-3p,hsa-mir-518c-5p,CSF3R,hsa-mir-200c-3p/hsa-mir-518c-5p/CSF3R,TGCT,1
hsa-mir-200c-3p,hsa-mir-518f-5p,IL1B,hsa-mir-200c-3p/hsa-mir-518f-5p/IL1B,TGCT,1
hsa-mir-200c-3p,hsa-mir-519a-5p,IL1B,hsa-mir-200c-3p/hsa-mir-519a-5p/IL1B,TGCT,1
hsa-mir-200c-3p,hsa-mir-520g-3p,IL1B,hsa-mir-200c-3p/hsa-mir-520g-3p/IL1B,TGCT,1
hsa-mir-200c-3p,hsa-mir-520h,IL1B,hsa-mir-200c-3p/hsa-mir-520h/IL1B,TGCT,1
hsa-mir-200c-3p,hsa-mir-526b-3p,EGR1,hsa-mir-200c-3p/hsa-mir-526b-3p/EGR1,TGCT,1
hsa-mir-200c-3p,hsa-mir-532-3p,SEPTIN9,hsa-mir-200c-3p/hsa-mir-532-3p/SEPTIN9,STAD,1
hsa-mir-200c-3p,hsa-mir-539-5p,LAD1,hsa-mir-200c-3p/hsa-mir-539-5p/LAD1,BLCA,1
hsa-mir-200c-3p,hsa-mir-543,PARP1,hsa-mir-200c-3p/hsa-mir-543/PARP1,LGG,1
hsa-mir-200c-3p,hsa-mir-582-5p,IQGAP1,hsa-mir-200c-3p/hsa-mir-582-5p/IQGAP1,TGCT,1
hsa-mir-200c-3p,hsa-mir-590-5p,CLEC16A,hsa-mir-200c-3p/hsa-mir-590-5p/CLEC16A,STAD,1
hsa-mir-200c-3p,hsa-mir-590-5p,SEPTIN9,hsa-mir-200c-3p/hsa-mir-590-5p/SEPTIN9,STAD,1
hsa-mir-200c-3p,hsa-mir-590-5p,TBC1D5,hsa-mir-200c-3p/hsa-mir-590-5p/TBC1D5,STAD,1
hsa-mir-200c-3p,hsa-mir-628-3p,SERTAD2,hsa-mir-200c-3p/hsa-mir-628-3p/SERTAD2,BLCA,1
hsa-mir-200c-3p,hsa-mir-7-5p,ARHGAP10,hsa-mir-200c-3p/hsa-mir-7-5p/ARHGAP10,TGCT,1
hsa-mir-200c-3p,hsa-mir-874-3p,NEDD9,hsa-mir-200c-3p/hsa-mir-874-3p/NEDD9,BLCA,1
hsa-mir-200c-3p,hsa-mir-887-3p,IQGAP1,hsa-mir-200c-3p/hsa-mir-887-3p/IQGAP1,TGCT,1
hsa-mir-200c-3p,hsa-mir-9-5p,GP5,hsa-mir-200c-3p/hsa-mir-9-5p/GP5,THYM,1
hsa-mir-200c-3p,hsa-mir-93-3p,ATF3,hsa-mir-200c-3p/hsa-mir-93-3p/ATF3,BLCA,1
hsa-mir-200c-3p,hsa-mir-93-3p,MAFK,hsa-mir-200c-3p/hsa-mir-93-3p/MAFK,STAD,1
hsa-mir-200c-3p,hsa-mir-93-5p,ATF3,hsa-mir-200c-3p/hsa-mir-93-5p/ATF3,BLCA,1
hsa-mir-200c-3p,hsa-mir-93-5p,NEDD9,hsa-mir-200c-3p/hsa-mir-93-5p/NEDD9,BLCA,1
hsa-mir-200c-3p,hsa-mir-93-5p,NFATC2,hsa-mir-200c-3p/hsa-mir-93-5p/NFATC2,STAD,1
hsa-mir-200c-3p,hsa-mir-93-5p,PLCB4,hsa-mir-200c-3p/hsa-mir-93-5p/PLCB4,BLCA,1
hsa-mir-200c-3p,hsa-mir-940,ATF3,hsa-mir-200c-3p/hsa-mir-940/ATF3,BLCA,1
hsa-mir-200c-3p,hsa-mir-942-5p,SLC4A7,hsa-mir-200c-3p/hsa-mir-942-5p/SLC4A7,STAD,1
hsa-mir-200c-3p,hsa-mir-944,SOX6,hsa-mir-200c-3p/hsa-mir-944/SOX6,BLCA,1
hsa-mir-200c-3p,hsa-mir-96-5p,ABCB1,hsa-mir-200c-3p/hsa-mir-96-5p/ABCB1,BLCA,1
hsa-mir-203a-3p,hsa-mir-20a-5p,TMEM131,hsa-mir-203a-3p/hsa-mir-20a-5p/TMEM131,LUAD,1
hsa-mir-203a-3p,hsa-mir-221-3p,MCM6,hsa-mir-203a-3p/hsa-mir-221-3p/MCM6,LGG,1
hsa-mir-203a-3p,hsa-mir-221-3p,TP73,hsa-mir-203a-3p/hsa-mir-221-3p/TP73,LGG,1
hsa-mir-203a-3p,hsa-mir-222-3p,HMCN1,hsa-mir-203a-3p/hsa-mir-222-3p/HMCN1,LGG,1
hsa-mir-203a-3p,hsa-mir-222-3p,MCM6,hsa-mir-203a-3p/hsa-mir-222-3p/MCM6,LGG,1
hsa-mir-203a-3p,hsa-mir-222-3p,TP73,hsa-mir-203a-3p/hsa-mir-222-3p/TP73,LGG,1
hsa-mir-203a-3p,hsa-mir-30b-3p,ZNF407,hsa-mir-203a-3p/hsa-mir-30b-3p/ZNF407,STAD,1
hsa-mir-203a-3p,hsa-mir-320c,ZNF407,hsa-mir-203a-3p/hsa-mir-320c/ZNF407,STAD,1
hsa-mir-203a-3p,hsa-mir-323a-3p,MNX1,hsa-mir-203a-3p/hsa-mir-323a-3p/MNX1,LGG,1
hsa-mir-203a-3p,hsa-mir-323a-3p,PARP1,hsa-mir-203a-3p/hsa-mir-323a-3p/PARP1,LGG,1
hsa-mir-203a-3p,hsa-mir-330-5p,EPB42,hsa-mir-203a-3p/hsa-mir-330-5p/EPB42,LGG,1
hsa-mir-203a-3p,hsa-mir-33a-3p,MAP4,hsa-mir-203a-3p/hsa-mir-33a-3p/MAP4,COAD,1
hsa-mir-203a-3p,hsa-mir-34b-5p,SPAST,hsa-mir-203a-3p/hsa-mir-34b-5p/SPAST,THYM,1
hsa-mir-203a-3p,hsa-mir-34b-5p,TCF12,hsa-mir-203a-3p/hsa-mir-34b-5p/TCF12,THYM,1
hsa-mir-203a-3p,hsa-mir-377-5p,KIAA1586,hsa-mir-203a-3p/hsa-mir-377-5p/KIAA1586,LGG,1
hsa-mir-203a-3p,hsa-mir-3943,AQR,hsa-mir-203a-3p/hsa-mir-3943/AQR,LGG,1
hsa-mir-203a-3p,hsa-mir-3943,PARP1,hsa-mir-203a-3p/hsa-mir-3943/PARP1,LGG,1
hsa-mir-203a-3p,hsa-mir-429,NR5A2,hsa-mir-203a-3p/hsa-mir-429/NR5A2,BLCA,1
hsa-mir-203a-3p,hsa-mir-429,SLC25A10,hsa-mir-203a-3p/hsa-mir-429/SLC25A10,LUAD,1
hsa-mir-203a-3p,hsa-mir-433-3p,NF1,hsa-mir-203a-3p/hsa-mir-433-3p/NF1,LGG,1
hsa-mir-203a-3p,hsa-mir-501-5p,STAR,hsa-mir-203a-3p/hsa-mir-501-5p/STAR,STAD,1
hsa-mir-203a-3p,hsa-mir-7-5p,CLUH,hsa-mir-203a-3p/hsa-mir-7-5p/CLUH,LGG,1
hsa-mir-203a-3p,hsa-mir-7-5p,CYP3A5,hsa-mir-203a-3p/hsa-mir-7-5p/CYP3A5,LGG,1
hsa-mir-203a-3p,hsa-mir-7-5p,TSC2,hsa-mir-203a-3p/hsa-mir-7-5p/TSC2,LGG,1
hsa-mir-203a-3p,hsa-mir-766-3p,EPB42,hsa-mir-203a-3p/hsa-mir-766-3p/EPB42,LGG,1
hsa-mir-203a-3p,hsa-mir-874-3p,TP73,hsa-mir-203a-3p/hsa-mir-874-3p/TP73,LGG,1
hsa-mir-203a-3p,hsa-mir-9-5p,MIF,hsa-mir-203a-3p/hsa-mir-9-5p/MIF,BRCA,1
hsa-mir-203a-3p,hsa-mir-93-5p,SOX6,hsa-mir-203a-3p/hsa-mir-93-5p/SOX6,BLCA,1
hsa-mir-203a-3p,hsa-mir-93-5p,ZNF407,hsa-mir-203a-3p/hsa-mir-93-5p/ZNF407,STAD,1
hsa-mir-204-5p,hsa-mir-20a-3p,ASAP1,hsa-mir-204-5p/hsa-mir-20a-3p/ASAP1,HNSC,1
hsa-mir-204-5p,hsa-mir-20b-5p,EPOR,hsa-mir-204-5p/hsa-mir-20b-5p/EPOR,THCA,1
hsa-mir-204-5p,hsa-mir-221-3p,FTO,hsa-mir-204-5p/hsa-mir-221-3p/FTO,LGG,1
hsa-mir-204-5p,hsa-mir-2355-5p,SCTR,hsa-mir-204-5p/hsa-mir-2355-5p/SCTR,BLCA,1
hsa-mir-204-5p,hsa-mir-29b-3p,UNG,hsa-mir-204-5p/hsa-mir-29b-3p/UNG,BLCA,1
hsa-mir-204-5p,hsa-mir-29c-3p,TEAD1,hsa-mir-204-5p/hsa-mir-29c-3p/TEAD1,LGG,1
hsa-mir-204-5p,hsa-mir-30a-3p,PIM1,hsa-mir-204-5p/hsa-mir-30a-3p/PIM1,BLCA,1
hsa-mir-204-5p,hsa-mir-33a-3p,PARD3B,hsa-mir-204-5p/hsa-mir-33a-3p/PARD3B,LGG,1
hsa-mir-204-5p,hsa-mir-33a-3p,TEAD1,hsa-mir-204-5p/hsa-mir-33a-3p/TEAD1,LGG,1
hsa-mir-204-5p,hsa-mir-369-3p,MUC2,hsa-mir-204-5p/hsa-mir-369-3p/MUC2,BLCA,1
hsa-mir-204-5p,hsa-mir-378a-3p,TEAD1,hsa-mir-204-5p/hsa-mir-378a-3p/TEAD1,LGG,1
hsa-mir-204-5p,hsa-mir-411-5p,PCBP1,hsa-mir-204-5p/hsa-mir-411-5p/PCBP1,BRCA,1
hsa-mir-204-5p,hsa-mir-424-5p,MMP28,hsa-mir-204-5p/hsa-mir-424-5p/MMP28,BLCA,1
hsa-mir-204-5p,hsa-mir-503-5p,YY1,hsa-mir-204-5p/hsa-mir-503-5p/YY1,LUAD,1
hsa-mir-204-5p,hsa-mir-642a-5p,SMAD3,hsa-mir-204-5p/hsa-mir-642a-5p/SMAD3,PAAD,1
hsa-mir-204-5p,hsa-mir-96-5p,MYBL1,hsa-mir-204-5p/hsa-mir-96-5p/MYBL1,THCA,1
hsa-mir-205-3p,hsa-mir-302c-5p,SPON2,hsa-mir-205-3p/hsa-mir-302c-5p/SPON2,TGCT,1
hsa-mir-205-5p,hsa-mir-27a-5p,KRT8,hsa-mir-205-5p/hsa-mir-27a-5p/KRT8,BLCA,1
hsa-mir-205-5p,hsa-mir-27a-5p,PRPF31,hsa-mir-205-5p/hsa-mir-27a-5p/PRPF31,BRCA,1
hsa-mir-205-5p,hsa-mir-27a-5p,SSBP4,hsa-mir-205-5p/hsa-mir-27a-5p/SSBP4,BRCA,1
hsa-mir-205-5p,hsa-mir-31-5p,CDKL5,hsa-mir-205-5p/hsa-mir-31-5p/CDKL5,PRAD,1
hsa-mir-205-5p,hsa-mir-342-3p,SIAH1,hsa-mir-205-5p/hsa-mir-342-3p/SIAH1,BRCA,1
hsa-mir-205-5p,hsa-mir-452-5p,CCN1,hsa-mir-205-5p/hsa-mir-452-5p/CCN1,THYM,1
hsa-mir-205-5p,hsa-mir-539-5p,SLC25A10,hsa-mir-205-5p/hsa-mir-539-5p/SLC25A10,BLCA,1
hsa-mir-205-5p,hsa-mir-874-3p,CDT1,hsa-mir-205-5p/hsa-mir-874-3p/CDT1,BLCA,1
hsa-mir-205-5p,hsa-mir-874-3p,FOXM1,hsa-mir-205-5p/hsa-mir-874-3p/FOXM1,BLCA,1
hsa-mir-205-5p,hsa-mir-874-3p,MCM10,hsa-mir-205-5p/hsa-mir-874-3p/MCM10,BLCA,1
hsa-mir-205-5p,hsa-mir-874-3p,RRM1,hsa-mir-205-5p/hsa-mir-874-3p/RRM1,BLCA,1
hsa-mir-206,hsa-mir-301a-3p,PTOV1,hsa-mir-206/hsa-mir-301a-3p/PTOV1,TGCT,1
hsa-mir-20a-3p,hsa-mir-20a-5p,CCL2,hsa-mir-20a-3p/hsa-mir-20a-5p/CCL2,SARC,1
hsa-mir-20a-3p,hsa-mir-20a-5p,IL10,hsa-mir-20a-3p/hsa-mir-20a-5p/IL10,LIHC,1
hsa-mir-20a-3p,hsa-mir-20a-5p,PRF1,hsa-mir-20a-3p/hsa-mir-20a-5p/PRF1,BLCA,1
hsa-mir-20a-3p,hsa-mir-20a-5p,STAT1,hsa-mir-20a-3p/hsa-mir-20a-5p/STAT1,BLCA,1
hsa-mir-20a-3p,hsa-mir-21-3p,CCL2,hsa-mir-20a-3p/hsa-mir-21-3p/CCL2,SARC,1
hsa-mir-20a-3p,hsa-mir-26b-5p,ASB1,hsa-mir-20a-3p/hsa-mir-26b-5p/ASB1,STAD,1
hsa-mir-20a-3p,hsa-mir-362-3p,ETV6,hsa-mir-20a-3p/hsa-mir-362-3p/ETV6,SARC,1
hsa-mir-20a-3p,hsa-mir-424-5p,ETV6,hsa-mir-20a-3p/hsa-mir-424-5p/ETV6,SARC,1
hsa-mir-20a-3p,hsa-mir-501-3p,BCL6,hsa-mir-20a-3p/hsa-mir-501-3p/BCL6,SARC,1
hsa-mir-20a-3p,hsa-mir-501-3p,HSPB1,hsa-mir-20a-3p/hsa-mir-501-3p/HSPB1,STAD,1
hsa-mir-20a-3p,hsa-mir-501-3p,LBP,hsa-mir-20a-3p/hsa-mir-501-3p/LBP,BLCA,1
hsa-mir-20a-3p,hsa-mir-501-3p,OSM,hsa-mir-20a-3p/hsa-mir-501-3p/OSM,BLCA,1
hsa-mir-20a-3p,hsa-mir-532-3p,FOXC1,hsa-mir-20a-3p/hsa-mir-532-3p/FOXC1,SARC,1
hsa-mir-20a-3p,hsa-mir-590-3p,ETV6,hsa-mir-20a-3p/hsa-mir-590-3p/ETV6,SARC,1
hsa-mir-20a-3p,hsa-mir-616-3p,MYO9B,hsa-mir-20a-3p/hsa-mir-616-3p/MYO9B,LUSC,1
hsa-mir-20a-3p,hsa-mir-874-3p,HIF1A,hsa-mir-20a-3p/hsa-mir-874-3p/HIF1A,BLCA,1
hsa-mir-20a-3p,hsa-mir-9-5p,LRRK1,hsa-mir-20a-3p/hsa-mir-9-5p/LRRK1,BLCA,1
hsa-mir-20a-3p,hsa-mir-93-3p,FOXN3,hsa-mir-20a-3p/hsa-mir-93-3p/FOXN3,BRCA,1
hsa-mir-20a-3p,hsa-mir-93-5p,CCND3,hsa-mir-20a-3p/hsa-mir-93-5p/CCND3,STAD,1
hsa-mir-20a-3p,hsa-mir-93-5p,LBP,hsa-mir-20a-3p/hsa-mir-93-5p/LBP,BLCA,1
