"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-125b-5p","hsa-mir-219a-1-3p",6667,"SP1",240,"ALOX5",1,0,0.0225,0.039,0.001,0.0135109768675409
"hsa-mir-141-3p","hsa-mir-195-5p",4609,"MYC",262,"AMD1",1,0,0.0175,0.042,5e-04,0.00787453842851009
"hsa-mir-141-3p","hsa-mir-203a-3p",4609,"MYC",262,"AMD1",1,0,0.0115,0.05,5e-04,0.00787453842851009
"hsa-mir-141-3p","hsa-mir-744-5p",4609,"MYC",262,"AMD1",1,0,0.024,0.142,0,0
"hsa-mir-182-5p","hsa-mir-335-5p",4609,"MYC",324,"APC",1,0,0.759,0.853,0.001,0.0135109768675409
"hsa-mir-142-3p","hsa-mir-19b-1-5p",4609,"MYC",324,"APC",1,0,0.6105,0.0335,0.001,0.0135109768675409
"hsa-mir-182-5p","hsa-mir-93-5p",4609,"MYC",324,"APC",1,0,0.8085,0.033,0.005,0.042207033047961
"hsa-mir-188-5p","hsa-mir-324-5p",6667,"SP1",331,"XIAP",1,0.0025,0.037,0.1445,0.001,0.0135109768675409
"hsa-let-7f-2-3p","hsa-mir-30c-1-3p",6772,"STAT1",351,"APP",1,0.008,0.7725,0.0195,0,0
"hsa-mir-19b-1-5p","hsa-mir-338-3p",4609,"MYC",351,"APP",1,0.007,0.013,0.032,0.002,0.022403860249206
"hsa-mir-766-3p","hsa-mir-92a-1-5p",4609,"MYC",351,"APP",1,0,0.5505,0.0145,0.0035,0.0330975043827988
"hsa-mir-31-5p","hsa-mir-939-5p",6772,"STAT1",351,"APP",1,0,0.712,0.0335,0,0
"hsa-mir-326","hsa-mir-342-3p",1869,"E2F1",367,"AR",-1,0.005,0.209,0.0255,5e-04,0.00787453842851009
"hsa-mir-106a-5p","hsa-mir-181b-5p",1869,"E2F1",367,"AR",-1,0,0.024,0.0225,0,0
"hsa-mir-191-3p","hsa-mir-493-5p",3725,"JUN",388,"RHOB",1,0,0.0675,0.7885,0.0045,0.0392808662541647
"hsa-mir-127-5p","hsa-mir-342-3p",3725,"JUN",388,"RHOB",1,0.004,0.7275,0.8065,0,0
"hsa-mir-429","hsa-mir-96-5p",3725,"JUN",388,"RHOB",1,0,0.023,0.2055,0,0
"hsa-mir-93-3p","hsa-mir-96-5p",3725,"JUN",388,"RHOB",1,0,0.1725,0.18,0.0035,0.0330975043827988
"hsa-mir-183-5p","hsa-mir-429",3725,"JUN",388,"RHOB",1,0,0.0715,0.0375,0,0
"hsa-mir-191-3p","hsa-mir-655-3p",3725,"JUN",388,"RHOB",1,0,0.0705,0.15,0.0015,0.0182691592508965
"hsa-mir-183-5p","hsa-mir-744-5p",3725,"JUN",388,"RHOB",1,0,0.0805,0.777,0.003,0.0297973950012186
"hsa-mir-200b-3p","hsa-mir-96-5p",3725,"JUN",388,"RHOB",1,0,0.096,0.223,0.001,0.0135109768675409
"hsa-mir-330-3p","hsa-mir-744-5p",3725,"JUN",388,"RHOB",1,0,0.906,0.7755,0.002,0.022403860249206
"hsa-mir-125b-5p","hsa-mir-32-3p",3725,"JUN",388,"RHOB",1,0,0.072,0.095,0.0015,0.0182691592508965
"hsa-mir-744-3p","hsa-mir-940",3725,"JUN",388,"RHOB",1,0.001,0.2315,0.4015,0.002,0.022403860249206
"hsa-mir-127-5p","hsa-mir-93-3p",3725,"JUN",388,"RHOB",1,0.004,0.832,0.138,0.0015,0.0182691592508965
"hsa-mir-744-5p","hsa-mir-96-5p",3725,"JUN",388,"RHOB",1,0.004,0.727,0.213,5e-04,0.00787453842851009
"hsa-mir-204-5p","hsa-mir-95-3p",51274,"KLF3",394,"ARHGAP5",1,0.002,0.1,0.027,0.003,0.0297973950012186
"hsa-mir-141-3p","hsa-mir-425-5p",51274,"KLF3",394,"ARHGAP5",1,0,0.8065,0.0495,0.001,0.0135109768675409
"hsa-mir-182-5p","hsa-mir-590-5p",51274,"KLF3",394,"ARHGAP5",1,0,0.567,0.0185,0,0
"hsa-mir-20a-5p","hsa-mir-548v",6938,"TCF12",463,"ZFHX3",1,0.0095,0.012,0.102,0,0
"hsa-mir-744-3p","hsa-mir-940",3725,"JUN",467,"ATF3",1,0.001,0.011,0.032,0.002,0.022403860249206
"hsa-mir-149-5p","hsa-mir-331-3p",3725,"JUN",467,"ATF3",1,0.0055,0.3825,0.2105,0.0045,0.0392808662541647
"hsa-mir-429","hsa-mir-7-5p",3725,"JUN",467,"ATF3",1,0,0.1485,0.059,0.001,0.0135109768675409
"hsa-mir-331-3p","hsa-mir-760",1958,"EGR1",467,"ATF3",1,0,0.317,0.311,0.001,0.0135109768675409
